,loss,accuracy,auc_2
0,2.0625624827445375,0.13498622179031372,0.5503491163253784
1,1.842431370548637,0.23691460490226746,0.7123746275901794
2,1.724908070459182,0.28099173307418823,0.760990560054779
3,1.6709833440701825,0.3044077157974243,0.7807707786560059
4,1.6554768134739772,0.30922865867614746,0.783558189868927
5,1.624095232590385,0.34171196818351746,0.7960847020149231
6,1.5683425601634233,0.36103352904319763,0.8102856874465942
7,1.5441682394542642,0.397382915019989,0.8182191848754883
8,1.5237181255640078,0.39531680941581726,0.8218931555747986
9,1.4970704878657317,0.40771350264549255,0.8310640454292297
10,1.5032612876787002,0.41735535860061646,0.8302525877952576
11,1.4422377762587175,0.41847825050354004,0.8432857394218445
12,1.5035008235350666,0.4078212380409241,0.8300879597663879
13,1.4521160384883052,0.45516303181648254,0.8437935709953308
14,1.360112807967446,0.47176307439804077,0.8649258017539978
15,1.376825885667617,0.4889807105064392,0.862050473690033
16,1.3852652672565344,0.4779614210128784,0.8590168952941895
17,1.378246835490179,0.48882681131362915,0.8607891201972961
18,1.3208106030588564,0.50339674949646,0.8725988268852234
19,1.3582050636123364,0.48278236389160156,0.8640074729919434
20,1.282114644024326,0.5096418857574463,0.8796908259391785
21,1.2937517658738065,0.5061983466148376,0.8785818815231323
22,1.3178148821365734,0.4944903552532196,0.872986376285553
23,1.295047861485442,0.5123966932296753,0.877971351146698
24,1.2878183852214131,0.5123966932296753,0.879276692867279
25,1.2743644540303338,0.5075757503509521,0.8825348019599915
26,1.3053781733368381,0.5041322112083435,0.8759596943855286
27,1.2775288508286489,0.5048209428787231,0.8822360038757324
28,1.258797059888425,0.514266312122345,0.8843720555305481
29,1.2261905062465028,0.5258380174636841,0.8909242153167725
30,1.2612427548600293,0.5206611752510071,0.885482907295227
31,1.2301540322925733,0.53464674949646,0.8896397352218628
32,1.2197679384460662,0.5265362858772278,0.8920857310295105
33,1.233729923067014,0.5344352722167969,0.889600932598114
34,1.2585621968559597,0.5224184989929199,0.8850671052932739
35,1.2767882478467032,0.5144628286361694,0.8819915056228638
36,1.2242740875515858,0.5286312699317932,0.8915046453475952
37,1.1956375538481825,0.5599173307418823,0.8962670564651489
38,1.2134904050301587,0.5502755045890808,0.8932693600654602
39,1.1343051765276038,0.57201087474823,0.908196210861206
40,1.1721037675526516,0.5557851195335388,0.9002339243888855
41,1.1767425166017096,0.5488981008529663,0.9000612497329712
42,1.1162537057209279,0.5847107172012329,0.9106529355049133
43,1.1557081632377688,0.5564738512039185,0.9033758640289307
44,1.1678163286083,0.5702479481697083,0.9016832113265991
45,1.1224871801607537,0.5888429880142212,0.9091261625289917
46,1.107178075254456,0.6019283533096313,0.912021815776825
47,1.1049436478575398,0.5805785059928894,0.9124549031257629
48,1.1649669510602294,0.5792011022567749,0.9013977646827698
49,1.122859045165301,0.5681818127632141,0.9094746112823486
50,1.1081695997196694,0.6052989363670349,0.9113166332244873
51,1.1398814283935716,0.5970670580863953,0.9058734774589539
52,1.0925385744675347,0.5957880616188049,0.913689911365509
53,1.0893847669303085,0.6019552946090698,0.9146561622619629
54,1.0784591825112053,0.598505437374115,0.9162824153900146
55,1.0717571154653027,0.6075419187545776,0.9173054099082947
56,1.0859942357402204,0.5977961421012878,0.9149384498596191
57,1.0809330260458072,0.5853994488716125,0.9163383841514587
58,1.0301234538233313,0.6122589707374573,0.9233211278915405
59,1.0523925345876943,0.617527186870575,0.9200128316879272
60,1.0788388490343892,0.6026536226272583,0.9164966940879822
61,1.092499878095544,0.5964673757553101,0.9144315719604492
62,1.0536700490466708,0.6138268113136292,0.9192675948143005
63,1.1091729855734456,0.6046832203865051,0.9111341834068298
64,1.0757378132446953,0.610733687877655,0.9165992140769958
65,1.025355237903017,0.6191459894180298,0.9242506623268127
66,1.0225857788537815,0.6205233931541443,0.9248482584953308
67,1.028535254341264,0.6243016719818115,0.9231312274932861
68,1.0459903504894457,0.6163911819458008,0.9215701222419739
69,1.0297635145809338,0.6134510636329651,0.9236252903938293
70,1.0015186457266163,0.6356749534606934,0.9277448058128357
71,0.9848522227000928,0.6294766068458557,0.9302189946174622
72,0.9611819368420225,0.6590909361839294,0.9333367347717285
73,0.9807438939070898,0.6363636255264282,0.9302310943603516
74,0.9399982725293183,0.6549586653709412,0.9363628625869751
75,0.9935308348377218,0.6349862217903137,0.9285962581634521
76,0.984830559285219,0.6253443360328674,0.9301169514656067
77,0.9848951204963352,0.6426630616188049,0.9292563199996948
78,0.980305378102074,0.6370523571968079,0.9303258061408997
79,0.971445872630487,0.6403631567955017,0.9316850900650024
80,0.9410090524217357,0.651494562625885,0.935827374458313
81,0.9708714694950168,0.6333798766136169,0.9322200417518616
82,0.9283657851426498,0.661005437374115,0.9375403523445129
83,0.9434727502591682,0.6522038578987122,0.9357642531394958
84,0.9083083303178309,0.6577134728431702,0.9401495456695557
85,0.9715048510935054,0.6494413614273071,0.931814432144165
86,0.9263162563655002,0.6735537052154541,0.9379533529281616
87,0.9906966372626543,0.6301652789115906,0.9293109774589539
88,0.943503447200941,0.65964674949646,0.9354594945907593
89,0.9063573960818392,0.6696927547454834,0.9413446187973022
90,0.9304367620754505,0.6577134728431702,0.9375056624412537
91,0.9463198677353237,0.651494562625885,0.9349707365036011
92,0.911091822402208,0.6735537052154541,0.9400061964988708
93,0.8995063695697416,0.6694214940071106,0.9419864416122437
94,0.9326238054217715,0.6508264541625977,0.9371336698532104
95,0.9266395769171807,0.6466942429542542,0.9380452632904053
96,0.9344682281339136,0.6535812616348267,0.9369177222251892
97,0.8913672402213756,0.6742424368858337,0.9428077340126038
98,0.8934650181410398,0.6756198406219482,0.9425446391105652
99,0.9031432341609776,0.6742424368858337,0.9412748217582703
100,0.9250688656516697,0.65964674949646,0.9384459257125854
101,0.921107919255564,0.6535812616348267,0.9393635988235474
102,0.9094352723832902,0.6710894107818604,0.9402785301208496
103,0.8895079092874343,0.6694214940071106,0.942660391330719
104,0.9425610701243082,0.6508264541625977,0.9356818199157715
105,0.8690539442974589,0.682744562625885,0.9454801082611084
106,0.9254411410686024,0.6710894107818604,0.9378108382225037
107,0.8214740986409395,0.6963315010070801,0.951589047908783
108,0.8191845726700469,0.7025139927864075,0.9510278105735779
109,0.8674689557241357,0.6868206262588501,0.9456987977027893
110,0.9082478442467934,0.6728650331497192,0.9403217434883118
111,0.9081351361327263,0.6728650331497192,0.9400757551193237
112,0.8888152935984415,0.6857541799545288,0.9422574043273926
113,0.8608045863068622,0.6942934989929199,0.9464292526245117
114,0.8496436603141554,0.6928374767303467,0.9472934603691101
115,0.8386609477116713,0.6783746480941772,0.9495931267738342
116,0.8613245884577433,0.6811294555664062,0.94663405418396
