,loss,accuracy,auc_1
0,2.069264442795893,0.1639118492603302,0.5442354679107666
1,1.8820407252666378,0.236225888133049,0.6996004581451416
2,1.7415444282789203,0.2837465703487396,0.7561373710632324
3,1.686306471410005,0.3165760934352875,0.7779474854469299
4,1.6266247096468922,0.35192838311195374,0.7948137521743774
5,1.5429197343368104,0.3805865943431854,0.8179470300674438
6,1.5440486565880154,0.3865489065647125,0.8177677392959595
7,1.5117174035589886,0.4015151560306549,0.8276629447937012
8,1.5298938874425836,0.40851956605911255,0.8248764276504517
9,1.5051210289416106,0.39945653080940247,0.8298109769821167
10,1.4403721720146734,0.4448324143886566,0.8478143811225891
11,1.4548625272253286,0.44089674949645996,0.8427910804748535
12,1.413104675361276,0.45041322708129883,0.8521438837051392
13,1.424021649960033,0.43994414806365967,0.8495385646820068
14,1.3652862569560176,0.46875,0.8629965782165527
15,1.3938014366081595,0.4593663811683655,0.857331395149231
16,1.381261947101721,0.4811452627182007,0.8594400882720947
17,1.3681972596956335,0.4728260934352875,0.8630460500717163
18,1.394093358483853,0.48140496015548706,0.8568603992462158
19,1.3527186363103003,0.4832402169704437,0.8658941388130188
20,1.26990284608758,0.5163043737411499,0.8826034069061279
21,1.2953648629595753,0.5192837715148926,0.8775867223739624
22,1.382183546533926,0.4614325165748596,0.8579378724098206
23,1.2688152261345182,0.5303030014038086,0.882455587387085
24,1.2740417236138966,0.5130854249000549,0.8824557065963745
25,1.2565523159405416,0.5488981008529663,0.8854747414588928
26,1.2926008826116557,0.5261707901954651,0.8783458471298218
27,1.25424609006929,0.5351239442825317,0.8868270516395569
28,1.2765322749608148,0.5309917330741882,0.8806636333465576
29,1.205312330860737,0.5585399270057678,0.8943389654159546
30,1.2164340334490311,0.53925621509552,0.8926078677177429
31,1.1806172287982444,0.5692934989929199,0.8992820978164673
32,1.1928941028078175,0.5796089172363281,0.8973455429077148
33,1.1857969916385154,0.5713315010070801,0.8976792097091675
34,1.113085357836505,0.5851955413818359,0.9104798436164856
35,1.1431054083768986,0.5785123705863953,0.9058160781860352
36,1.1423752230146658,0.5822010636329651,0.9058812856674194
37,1.1103180385818165,0.602617084980011,0.9117395281791687
38,1.0758178770209157,0.6012569665908813,0.9165263175964355
39,1.1004852756209995,0.5991848111152649,0.9127321243286133
40,1.1101742693872163,0.6033057570457458,0.9109991788864136
41,1.1190977351067808,0.6122589707374573,0.9091734886169434
42,1.0897279971138725,0.6117318272590637,0.9144641757011414
43,1.0209688259207683,0.6304348111152649,0.924985408782959
44,0.9968821339042391,0.64462810754776,0.9280139803886414
45,0.9814749591606707,0.6356749534606934,0.93099045753479
46,1.041376134580817,0.6225895285606384,0.9221112132072449
47,1.0031041796870797,0.6411845684051514,0.9274349212646484
48,0.9809909203778142,0.645380437374115,0.9308227300643921
49,1.005912803404824,0.6340782046318054,0.9265696406364441
50,1.034014971131464,0.6370523571968079,0.9225834608078003
51,0.9658781616812567,0.6522038578987122,0.9327722787857056
52,0.969450750134208,0.6432507038116455,0.9322298169136047
53,0.925041473430136,0.66847825050354,0.9382047057151794
54,0.9252586597836884,0.6655027866363525,0.9386323690414429
55,0.9076615770657858,0.6763085126876831,0.940558910369873
56,0.8979338175994306,0.6776859760284424,0.9411188960075378
57,0.9527483825512826,0.668732762336731,0.934280514717102
58,0.9067880070727804,0.6650815010070801,0.9401072263717651
59,0.9191204127201364,0.6597796082496643,0.9390112161636353
60,0.8590018281390547,0.6822625994682312,0.9462966322898865
61,0.8532174877498461,0.6976901888847351,0.9476318955421448
62,0.8908835838320498,0.6701101660728455,0.9432638883590698
63,0.8545800862890301,0.6914600729942322,0.946441113948822
64,0.8217161136299538,0.6948323845863342,0.9513245224952698
65,0.8343004595806448,0.6969696879386902,0.9497578740119934
66,0.8196181654930115,0.7038043737411499,0.9512597918510437
67,0.8730750620857743,0.6769972443580627,0.9454622864723206
68,0.8152902366044436,0.7066115736961365,0.9521504044532776
69,0.7962047685933179,0.7004132270812988,0.9541868567466736
70,0.8614459949091446,0.6845729947090149,0.9462407827377319
71,0.883560573923358,0.6763085126876831,0.9437996745109558
72,0.8296613924759478,0.6976584196090698,0.9503406286239624
73,0.7538138992530256,0.725895345211029,0.9587650299072266
74,0.7627736288982317,0.7341597676277161,0.957345187664032
75,0.8325750879619432,0.7119565010070801,0.9489554762840271
76,0.6944218133081937,0.748603343963623,0.9646915197372437
77,0.774985318177331,0.7238292098045349,0.956333577632904
78,0.8384455597918966,0.68410325050354,0.94895339012146
79,0.7617513853744422,0.7122905254364014,0.9582483768463135
80,0.7242904331373132,0.729619562625885,0.9621896743774414
81,0.7120703573726097,0.7410468459129333,0.9625107049942017
82,0.7189771243313837,0.7402234673500061,0.9620485901832581
83,0.7011430781820546,0.7663043737411499,0.963582456111908
84,0.741700323267356,0.7332402467727661,0.9598084688186646
